Collection,Registration number,Date,CBL,Latitude,Longitude,Island type,WinterMinTemp,AnnualMinTemp,SummerWetBulbTemp,AnnualWetBulbTemp,SummerMaxTemp,AnnualMaxTemp,AnnualRain,P–PET,aaET,NDVI,CenW,GrowSeasRain,GrowSeasaaET,GrowSeasP–PET,GrowSeasNDVI,CVSeasRain,CVSeasaaET,CVSeasP–PET,CVSeasMaxTemp,CVSeasMinTemp,MinSeasRain,MinSeasaaET,MinSeasP–PET,MinSeasNDVI,Soil nutrient availability,Clay content percentage (0 – 30 cm),Soil bulk density (0 – 30 cm)
Australian Museum,M 34417,31/8/1999,86.51,-33.8,151.25,Australian mainland,7.572734833,12.66372871,19.11041641,15.09428692,26.05495834,22.11466026,1185.846069,-69.04989624,650.75,4.08794117,940.4609375,895.1168823,586.75,-164.4033813,0.334802777,0.187359506,0.564698154,7.588697889,0.159444698,0.320207698,229.1467896,64,-134.6082001,0.962408006,1.5,5.127130032,1.500847578
South Australian Museum,M22 975,22/2/2000,76.13,-35.05,138.85,Australian mainland,5.088085175,8.425930023,14.76116657,11.48810387,25.77337456,19.466259,820.3939209,-363.0438843,561.4375,5.652084351,950.2599487,166.2600555,293.375,-565.1655273,0.399304211,0.497060032,0.333412807,3.264080308,0.267185217,0.339736638,89.81369781,99.1875,-382.8276978,1.035916686,1.299999952,21.14992523,1.429148197
South Australian Museum,M22 976,22/2/2000,78.03,-35.05,138.85,Australian mainland,5.088085175,8.425930023,14.76116657,11.48810387,25.77337456,19.466259,820.3939209,-363.0438843,561.4375,5.652084351,950.2599487,166.2600555,293.375,-565.1655273,0.399304211,0.497060032,0.333412807,3.264080308,0.267185217,0.339736638,89.81369781,99.1875,-382.8276978,1.035916686,1.299999952,21.14992523,1.429148197
South Australian Museum,M22 977,22/2/2000,79.51,-35.05,138.85,Australian mainland,5.088085175,8.425930023,14.76116657,11.48810387,25.77337456,19.466259,820.3939209,-363.0438843,561.4375,5.652084351,950.2599487,166.2600555,293.375,-565.1655273,0.399304211,0.497060032,0.333412807,3.264080308,0.267185217,0.339736638,89.81369781,99.1875,-382.8276978,1.035916686,1.299999952,21.14992523,1.429148197
Australian Museum,M 35653,19/12/2000,81.9,-33.9,151.25,Australian mainland,7.700309277,12.66020012,19.1141777,15.13671875,25.52567673,21.65001869,1237.32251,-17.5563736,646.125,3.396895647,940.4609375,862.5148315,558.75,-95.57488251,0.277696699,0.192722694,0.579738298,30.71191964,0.160116872,0.312108985,238.5489807,62.25,-125.2960739,0.796343684,1.5,7.217505455,1.431960821
Australian Museum,M 35756,24/1/2001,85.53,-33.6,151.3,Australian mainland,7.24762249,12.54145145,19.15283775,15.09732914,26.65181541,22.63786507,1196.610352,-57.22485733,719.5625,5.050294876,1260.329956,916.409668,647.3125,-143.0605469,0.413459659,0.192730679,0.52625087,8.089534787,0.159024612,0.336615081,229.7201996,72.25,-134.1321106,1.191047311,1.889999986,14.21653175,1.5
Australian Museum,M 35483,26/3/2001,81.7,-36.2,149.15,Australian mainland,-1.610799313,4.149049282,14.11183357,9.36043644,25.67917061,18.71595001,502.9477234,-259.3163147,550.625,4.154987812,486.9262085,209.9771729,260,-240.7885437,0.355324686,0.224788548,0.465351309,2.20668203,0.30994685,1.125216784,91.50562286,63,-226.2351532,0.895552635,2,46.51475143,1.217962503
Australian Museum,M 35771,10/5/2001,82.94,-33.6,151.3,Australian mainland,7.24762249,12.54145145,19.15283775,15.09732914,26.65181541,22.63786507,1196.610352,-57.22485733,719.5625,5.050294876,1260.329956,916.409668,647.3125,-143.0605469,0.413459659,0.192730679,0.52625087,8.089534787,0.159024612,0.336615081,229.7201996,72.25,-134.1321106,1.191047311,1.889999986,14.21653175,1.5
Western Australia Museum,49948,24/9/2001,71.78,-34.2,118.65,Australian mainland,6.67023468,10.02378941,16.4216156,13.53431797,26.70863533,21.5678215,441.3371887,-756.3356323,443.25,3.684323311,470.442627,157.9918823,232.75,-627.5526733,0.278513432,0.310756723,0.230504268,0.976402895,0.199290355,0.296529357,62.88309479,89.25,-377.5516663,0.810128629,1,17.11462593,1.482971311
Australian Museum,M 36467,10/8/2002,74.93,-31.7,147.85,Australian mainland,3.780499935,11.03347015,19.18089676,14.57748699,33.28196716,25.40637779,451.4492493,-1187.548218,471.625,4.881700039,238.9473877,288.290802,307.375,-987.0852661,0.376181155,0.182337043,0.252015094,0.720217289,0.263024002,0.536813513,99.16091156,88.25,-504.108551,1.042695999,1,52,1.269999981
South Australian Museum,M24 014,16/3/2005,74.74,-34.55,135.8,Australian mainland,6.717976093,10.00599384,16.21922493,13.41784763,24.80870819,20.12874222,518.8738403,-784.5067749,466.125,4.962020874,541.5825195,127.6755295,214.40625,-707.1422119,0.294768512,0.626497578,0.097729328,1.229689397,0.196583449,0.292800756,48.47475052,105.5625,-421.3606873,0.745759666,1,20.05680084,1.422524452
Australian National Wildlife Collection,M12799,NA,69.16,-15.45,141.75,Australian mainland,15.67068672,20.46085167,25.45785332,22.59104729,33.49030685,32.92019653,1260.20459,-1001.449036,881.71875,4.399877548,689.9539795,1260.20459,881.71875,-1001.5672,0.366656452,1.24837435,0.255354617,1.762702054,0.056697459,0.168843431,8.51051712,142.15625,-618.3459473,0.874800026,2.400000095,35.75087738,1.494851947
Australian National Wildlife Collection,M18047,NA,85.6,-35.35,149.15,Australian mainland,0.461826533,6.349173546,15.01641655,10.29619312,27.20486641,19.75691032,601.6966553,-270.2681274,585.625,4.629231453,723.9215088,270.1824341,346.5625,-351.7172546,0.385436743,0.106394893,0.445687815,2.771657848,0.310482907,0.75923879,131.9660797,70.5,-280.0267639,1.051857948,1,15,1.399999976
Australian Museum,M 2298,NA,93.69,-42,146.75,Tasmania,-1.1195544,1.796222806,9.232057571,5.708067417,16.71091843,10.90558624,1019.569031,367.5963745,590.75,4.552267551,1572.454468,187.3613281,224.25,-164.9816895,0.420933217,0.222927941,0.479572409,2.509872577,0.430491406,1.425962063,187.3613129,75.375,-164.9657745,0.95199734,2.75,25.87800026,0.94885999
Australian Museum,M 23485,NA,84.45,-33.85,151.25,Australian mainland,7.927244663,13.00319958,19.11199951,15.11320877,26.12460899,22.29200745,1166.398438,-88.6907196,648.4375,2.645657301,940.4609375,877.3762207,585.3125,-182.1412811,0.210683703,0.193599519,0.572178211,6.119787593,0.154180186,0.310887752,224.228363,63.125,-139.7209778,0.588694334,1.5,7.627259254,1.493213534
Australian Museum,M 2445,NA,79.5,-40,148.05,small island,7.087272167,9.955312729,14.71517754,11.90854454,20.29639816,16.64613914,777.5884399,-39.36780548,716.75,6.786423206,940.618042,199.7436218,349.5,-217.1921234,0.455161512,0.223506951,0.53645046,18.28532938,0.186346725,0.25129098,140.9226074,76.5,-194.899765,1.362260699,1.649999976,15.66329956,1.282917023
Australian Museum,M 2513,NA,81.55,-32.05,150.85,Australian mainland,4.186924934,10.29959774,18.63825035,14.05822945,31.06843948,24.5980587,618.5786743,-689.9909058,597.875,5.628777981,486.5609131,419.3701477,447.5625,-588.9299927,0.456314564,0.256368711,0.389417568,0.786963165,0.227723293,0.481969473,120.5934677,78.875,-301.4382935,1.296082377,1,41.3769989,1.210289359
Australian Museum,M 2545,NA,70.56,-34.45,135.8,Australian mainland,6.254085064,9.630092621,16.13188553,13.2721014,25.06771851,20.16731453,535.5578613,-794.6004028,465.875,4.871334076,567.9525146,135.7987366,208.46875,-732.4919434,0.308178604,0.603667014,0.114273908,1.286900545,0.205215588,0.312568542,52.65658951,103.140625,-438.2934265,0.816668689,1.090000033,18.66020012,1.427496672
Australian Museum,M 2546,NA,76.07,-34.45,135.8,Australian mainland,6.254085064,9.630092621,16.13188553,13.2721014,25.06771851,20.16731453,535.5578613,-794.6004028,465.875,4.871334076,567.9525146,135.7987366,208.46875,-732.4919434,0.308178604,0.603667014,0.114273908,1.286900545,0.205215588,0.312568542,52.65658951,103.140625,-438.2934265,0.816668689,1.090000033,18.66020012,1.427496672
Australian Museum,M 2599,NA,88.48,-43.05,146.3,Tasmania,3.117064714,5.846661568,11.23641682,8.401213646,18.87142563,14.47063828,2058.541016,1395.255493,681.828125,5.098601818,536.5780029,374.3019409,266.234375,32.7648735,0.483797103,0.212630616,0.4983223,0.815994562,0.248119932,0.388149984,374.3019409,80.96875,32.9279747,1.112945676,3,5,1.299999952
Australian Museum,M 2745,NA,87.06,-33.8,151.05,Australian mainland,6.160234451,11.7684679,18.97224045,14.8403883,27.42552376,22.90144348,958.7816162,-295.8142395,602.25,4.365610123,940.4609375,612.9780884,492.25,-279.0934448,0.355027705,0.181281772,0.543696076,1.335546053,0.174213823,0.378439836,192.4377747,63.5,-171.5203094,1.033409715,1.200000048,20.02128983,1.590335369
Australian Museum,M 3029,NA,75.56,-11.75,130.55,small island,18.76358795,22.22226524,26.29554176,24.19194603,31.80836296,31.84305191,1608.630371,-255.2516937,1122.09375,5.365744591,657.8394775,1608.630371,1122.09375,-252.9493561,0.447145373,1.065936405,0.261947924,9.104916822,0.02991846,0.108924828,6.678716183,172.40625,-526.7210083,1.229371071,1.5,11.69096088,1.445619702
Australian Museum,M 3094,7/11/1921,83.99,-34.3,117.85,Australian mainland,6.482738018,9.682572365,16.03028107,13.11341667,26.74635315,21.05284882,458.6600037,-699.802002,441.75,3.326390266,983.4025269,131.683075,245.625,-647.6160278,0.219479561,0.467096201,0.298712205,1.255225078,0.220990125,0.293137202,49.25359726,79.125,-395.2165527,0.57691735,2,10.24420071,1.450075984
Australian Museum,M 3095,8/11/1921,71.61,-34.3,117.85,Australian mainland,6.482738018,9.682572365,16.03028107,13.11341667,26.74635315,21.05284882,458.6600037,-699.802002,441.75,3.326390266,983.4025269,131.683075,245.625,-647.6160278,0.219479561,0.467096201,0.298712205,1.255225078,0.220990125,0.293137202,49.25359726,79.125,-395.2165527,0.57691735,2,10.24420071,1.450075984
Australian Museum,M 3159,NA,81.65,-31.5,150.7,Australian mainland,2.475561142,9.2004776,18.30207062,13.64293194,31.17205429,24.19913483,661.7598267,-494.4700928,628.53125,4.771074772,527.6740112,435.1728821,466,-521.7885742,0.412219286,0.233746624,0.39062013,1.427786084,0.248255032,0.597637841,134.5211182,84.21875,-302.5627441,1.033765316,1,50.40359879,1.27052331
Australian Museum,M 3160,NA,72.96,-11.5,130.3,small island,18.70664597,22.15665627,26.44209671,24.43510246,31.74851418,31.84106827,1672.641235,-203.7830505,1169.90625,4.96393013,658.9415283,1672.641235,1169.90625,-200.4016724,0.413660854,1.083009642,0.256244755,12.04506905,0.026884377,0.109724638,8.080893517,181.78125,-533.994751,1.171818376,1.049999952,10.75072479,1.477203488
Australian Museum,M 33763,NA,84.36,-33.65,151.05,Australian mainland,5.626170158,10.95589542,18.70108414,14.50042725,26.79130936,22.00351143,1099.561646,-154.3120117,631.3125,6.305716515,1229.924438,722.352417,508.9375,-169.2181244,0.526775062,0.20711018,0.512886955,2.069174971,0.191269792,0.387129062,222.5504456,68.5625,-141.230957,1.543823361,2.099999905,20.55240059,1.55537498
Australian Museum,M 3424,NA,86.49,-35.6,148.1,Australian mainland,0.232877553,5.046260834,14.26823139,9.285869598,23.91401291,16.11176872,1294.86499,506.2814331,673.5,7.471850395,1205.560913,293.9297485,284.5,-180.6653748,0.655940175,0.292938109,0.421215843,2.331992602,0.39865489,0.805749919,218.4811707,89.75,-189.4528961,1.781401634,2,15,1.299999952
Australian Museum,M 3425,NA,81.28,-35.6,148.1,Australian mainland,0.232877553,5.046260834,14.26823139,9.285869598,23.91401291,16.11176872,1294.86499,506.2814331,673.5,7.471850395,1205.560913,293.9297485,284.5,-180.6653748,0.655940175,0.292938109,0.421215843,2.331992602,0.39865489,0.805749919,218.4811707,89.75,-189.4528961,1.781401634,2,15,1.299999952
Australian Museum,M 3433,NA,78.21,-34.5,150.35,Australian mainland,1.903581619,7.173301697,16.25046921,11.82499886,25.29888535,19.22766495,845.3360596,-110.8172531,668.4375,6.320085526,1085.145996,388.9329224,408.5,-264.5744934,0.543834805,0.116216896,0.469372241,6.016163014,0.268122044,0.599260836,188.5534363,76.9375,-196.1594238,1.416035295,1,19.0312748,1.488943815
Australian Museum,M 35010,NA,86.53,-28.75,153.3,Australian mainland,8.056874275,13.66386318,21.12450027,17.1927681,28.74837494,24.87905884,1457.415649,28.40775299,779.21875,6.798408508,1573.328003,1215.364868,700.171875,24.00874329,0.580140591,0.40771087,0.487142615,16.25022392,0.14083819,0.319143609,231.5093536,79.046875,-184.4706116,1.577142954,1.450000048,43.30912399,1.080425143
Australian Museum,M 3708,NA,89.01,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian Museum,M 3788,NA,85.38,-37.3,146.5,Australian mainland,0.58044219,4.974801064,12.40984631,7.90071106,20.74525261,13.74170971,1302.778687,590.3964844,693.6875,6.318262577,1235.115967,212.3874054,252.8125,-161.0708008,0.558026314,0.284198223,0.442384815,1.879722539,0.420940814,0.732430966,212.3874054,91.46875,-161.8903656,1.447852969,1.5,28.12052536,1.084625483
Australian Museum,M 40111,NA,75.51,-18.85,145.8,Australian mainland,10.58199024,15.47471619,21.88549042,18.56638336,29.46245956,26.02156448,942.3041992,-669.4655151,862.109375,5.396905422,875.1859741,942.3041992,862.109375,-675.0687866,0.449742109,0.883372819,0.254575272,0.744763167,0.128840112,0.238159481,69.07540894,138.21875,-381.8168335,1.119170666,2.970000029,13.78647518,1.617153049
Australian Museum,M 4348,NA,91.48,-40,148.05,small island,7.087272167,9.955312729,14.71517754,11.90854454,20.29639816,16.64613914,777.5884399,-39.36780548,716.75,6.786423206,940.618042,199.7436218,349.5,-217.1921234,0.455161512,0.223506951,0.53645046,18.28532938,0.186346725,0.25129098,140.9226074,76.5,-194.899765,1.362260699,1.649999976,15.66329956,1.282917023
Australian Museum,M 4834,NA,75.18,-23.85,151.25,Australian mainland,13.23624802,18.23178291,23.30145836,19.64933395,30.45219994,27.0678196,936.2087402,-820.461792,840.8125,2.376880646,718.2180176,936.2087402,840.8125,-820.3914795,0.198073387,0.640729639,0.338285615,0.450205226,0.116512094,0.206390479,118.9191513,118.3125,-353.5743408,0.547605634,0.5,25.37416267,1.554856062
Australian Museum,M 4839,NA,80.18,-35.85,137.25,small island,7.62096262,10.18560696,15.5367918,13.05370808,23.37595177,18.55129242,632.0081787,-549.0401001,538.9375,5.604483604,890.2964478,161.6422119,286.125,-604.5455322,0.341803998,0.601206546,0.255613705,1.812753061,0.211144839,0.228197606,61.85532379,101.8125,-373.4424133,0.770513654,1.350000024,18.69439888,1.458465099
Australian Museum,M 4840,NA,78.75,-35.85,137.25,small island,7.62096262,10.18560696,15.5367918,13.05370808,23.37595177,18.55129242,632.0081787,-549.0401001,538.9375,5.604483604,890.2964478,161.6422119,286.125,-604.5455322,0.341803998,0.601206546,0.255613705,1.812753061,0.211144839,0.228197606,61.85532379,101.8125,-373.4424133,0.770513654,1.350000024,18.69439888,1.458465099
Australian Museum,M 5209,NA,77.58,-17.35,144.7,Australian mainland,11.14105415,16.29515839,22.46487045,19.49673271,31.84823227,29.57928848,802.9168701,-928.4768677,718.03125,3.79914093,546.3334961,802.9168701,718.03125,-934.5386353,0.316595078,1.16259664,0.190806226,0.791077193,0.090074425,0.237573284,21.65371323,133.75,-444.6205444,0.767804325,2,20.13285065,1.665634513
Australian Museum,M 5271,NA,83.24,-33.75,151.15,Australian mainland,6.430571556,11.70765591,18.99534416,14.90121651,26.46589851,22.08006668,1157.86731,-96.56771088,637.5625,5.613619804,1229.924438,728.6889038,521.71875,-163.4798279,0.471651554,0.185018676,0.543366926,4.438814668,0.175674918,0.359005906,227.8190155,65.53125,-135.9689484,1.3735286,3,14.48055935,1.547619224
Australian Museum,M 6359,NA,78.82,-34.1,150.45,Australian mainland,2.914295912,8.986063957,17.44333267,13.04891682,28.18345642,22.53339577,708.0845337,-231.5461426,656.5,6.499118805,760.8389893,492.536438,514.875,-297.6121216,0.542040944,0.240582387,0.47019655,2.503047504,0.214772399,0.544054641,132.0266113,74.625,-209.0003357,1.600489974,2,13.51344967,1.560197473
Australian Museum,M 7234,NA,84.59,-33.85,151.25,Australian mainland,7.927244663,13.00319958,19.11199951,15.11320877,26.12460899,22.29200745,1166.398438,-88.6907196,648.4375,2.645657301,940.4609375,877.3762207,585.3125,-182.1412811,0.210683703,0.193599519,0.572178211,6.119787593,0.154180186,0.310887752,224.228363,63.125,-139.7209778,0.588694334,1.5,7.627259254,1.493213534
Australian Museum,M 7351,NA,82.48,-33.15,151.25,Australian mainland,6.099217892,11.33017731,18.66187477,14.44590092,26.91544914,22.1584301,1061.44104,-173.4924316,725.8125,7.20470047,1008.965515,709.2965088,572.75,-198.6759949,0.606534362,0.240636755,0.463443919,2.079014106,0.191254754,0.367547774,209.4404297,79.125,-147.325592,1.758934379,2,5,1.5
Australian Museum,M 7352,NA,83.99,-33.15,151.25,Australian mainland,6.099217892,11.33017731,18.66187477,14.44590092,26.91544914,22.1584301,1061.44104,-173.4924316,725.8125,7.20470047,1008.965515,709.2965088,572.75,-198.6759949,0.606534362,0.240636755,0.463443919,2.079014106,0.191254754,0.367547774,209.4404297,79.125,-147.325592,1.758934379,2,5,1.5
Australian Museum,M 7650,NA,84.99,-33.7,151.3,Australian mainland,7.527564526,12.68751431,19.18692017,15.16154861,26.28441238,22.35939789,1204.090454,-50.22767258,694.8125,3.831076384,1260.329956,914.4978638,626.1875,-144.8863068,0.313473701,0.189124482,0.545570466,9.913208682,0.157483331,0.324226802,231.6213684,68.625,-132.2285461,0.891893387,0.270000011,7.703792095,1.5
Australian Museum,M 7966,NA,81.5,-33.85,151.25,Australian mainland,7.927244663,13.00319958,19.11199951,15.11320877,26.12460899,22.29200745,1166.398438,-88.6907196,648.4375,2.645657301,940.4609375,877.3762207,585.3125,-182.1412811,0.210683703,0.193599519,0.572178211,6.119787593,0.154180186,0.310887752,224.228363,63.125,-139.7209778,0.588694334,1.5,7.627259254,1.493213534
Australian Museum,M 8012,NA,83.12,-33.75,151.15,Australian mainland,6.430571556,11.70765591,18.99534416,14.90121651,26.46589851,22.08006668,1157.86731,-96.56771088,637.5625,5.613619804,1229.924438,728.6889038,521.71875,-163.4798279,0.471651554,0.185018676,0.543366926,4.438814668,0.175674918,0.359005906,227.8190155,65.53125,-135.9689484,1.3735286,3,14.48055935,1.547619224
Australian Museum,S 496,NA,77.11,-33.45,150.45,Australian mainland,2.525061131,7.934649467,16.43337631,11.83713531,25.43217659,19.39870262,1133.246826,208.4562378,619.125,7.052172661,1303.886475,614.7149658,378.4375,-33.88036728,0.599799931,0.290125356,0.430259092,2.300751003,0.267465629,0.546133057,213.8804474,75.3125,-61.28752899,1.726529002,2,17.16469955,1.460309982
Australian Museum,S 946,NA,94.82,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Museum Victoria,3171,NA,78.78,-37.1,143.45,Australian mainland,3.832646132,7.768036366,14.89019775,11.22069836,27.65992928,20.20075798,531.8594971,-400.8544922,543.375,5.211520195,1153.04895,164.8576355,273.5,-504.4281006,0.349536061,0.258006257,0.364576919,2.385190814,0.297940824,0.431130888,101.1041107,91.625,-354.1304626,0.912220001,1.070000052,19.96064949,1.469400764
Museum Victoria,3816,15/10/1916,74.79,-11.65,130.35,small island,18.78001404,22.28249931,26.35593796,24.29125023,31.90555382,32.01805115,1641.327271,-235.8764191,1143.15625,4.555668831,648.7680054,1641.327393,1143.15625,-232.5323792,0.379639059,1.078331209,0.260986983,10.20388426,0.027524947,0.110468401,7.210915565,175.90625,-534.87323,0.9543401,3,9.989450455,1.472352028
Museum Victoria,3820,4/11/1916,75.05,-11.65,130.35,small island,18.78001404,22.28249931,26.35593796,24.29125023,31.90555382,32.01805115,1641.327271,-235.8764191,1143.15625,4.555668831,648.7680054,1641.327393,1143.15625,-232.5323792,0.379639059,1.078331209,0.260986983,10.20388426,0.027524947,0.110468401,7.210915565,175.90625,-534.87323,0.9543401,3,9.989450455,1.472352028
Museum Victoria,3824,24/7/1901,67.78,-19.65,134.2,Australian mainland,12.53822803,19.21242905,21.59257317,17.11010742,36.90409088,32.08498383,374.4559326,-2058.74292,398.171875,3.018725634,102.1600952,374.4559021,398.171875,-2059.039063,0.251560479,1.098762467,1.056844363,0.084752011,0.153972724,0.257597019,12.36924362,14.828125,-673.9803467,0.590730011,2.299999952,12.19099998,1.42987752
Museum Victoria,3833,NA,87.99,-40,148.05,small island,7.087272167,9.955312729,14.71517754,11.90854454,20.29639816,16.64613914,777.5884399,-39.36780548,716.75,6.786423206,940.618042,199.7436218,349.5,-217.1921234,0.455161512,0.223506951,0.53645046,18.28532938,0.186346725,0.25129098,140.9226074,76.5,-194.899765,1.362260699,1.649999976,15.66329956,1.282917023
Museum Victoria,3834,NA,78.74,-40,148.05,small island,7.087272167,9.955312729,14.71517754,11.90854454,20.29639816,16.64613914,777.5884399,-39.36780548,716.75,6.786423206,940.618042,199.7436218,349.5,-217.1921234,0.455161512,0.223506951,0.53645046,18.28532938,0.186346725,0.25129098,140.9226074,76.5,-194.899765,1.362260699,1.649999976,15.66329956,1.282917023
Western Australia Museum,427,NA,82.71,-31.95,115.95,Australian mainland,8.770741463,12.43356419,18.08530235,14.89579678,30.41996193,24.21112251,859.1401978,-694.7801514,745.875,2.716514587,792.9584961,289.354126,569.3125,-942.178772,0.218295798,0.886044353,0.427922321,2.254051894,0.210428733,0.273870796,33.23138428,113.5,-515.505249,0.617952347,2.819999933,6.439800262,1.418719769
Western Australia Museum,428,NA,76.46,-31.95,115.95,Australian mainland,8.770741463,12.43356419,18.08530235,14.89579678,30.41996193,24.21112251,859.1401978,-694.7801514,745.875,2.716514587,792.9584961,289.354126,569.3125,-942.178772,0.218295798,0.886044353,0.427922321,2.254051894,0.210428733,0.273870796,33.23138428,113.5,-515.505249,0.617952347,2.819999933,6.439800262,1.418719769
Western Australia Museum,731,NA,68.83,-14.15,126.7,Australian mainland,16.12461281,21.58510399,26.31453705,23.48503113,34.02397156,33.59078979,1030.585327,-1396.79834,734.09375,3.276251554,599.4854736,1030.585327,734.09375,-1394.661377,0.273020983,1.178608455,0.382583778,1.243734235,0.047249631,0.182702945,9.038010597,92.59375,-646.8998413,0.631237686,2.75999999,8.302464485,1.468475819
Western Australia Museum,1037,NA,71.22,-31.6,118,Australian mainland,6.020350456,11.03302956,17.81184006,14.10163021,33.06644821,25.11497688,315.6428833,-1176.092529,315.125,2.470572948,260.9089966,118.1260681,127.9375,-1039.645996,0.141213834,0.519418789,0.383553948,0.854845202,0.259645204,0.403221338,40.76718903,49.5625,-530.8851929,0.292819828,1,30.12877464,1.474554777
Western Australia Museum,1198,NA,80.1,-31.9,115.95,Australian mainland,8.759020805,12.4231348,18.14577675,14.95059395,30.65472031,24.3770504,836.9683838,-716.9642944,731.875,3.430281162,792.9584961,282.1260986,556.125,-949.539917,0.271309346,0.885374897,0.425048564,2.151441883,0.211115125,0.274268414,31.63420105,113,-517.118042,0.771363318,1.74000001,8.770025253,1.43571806
Western Australia Museum,1761,NA,78.85,-32.65,115.85,Australian mainland,8.592905045,11.99851704,18.18249893,15.05921841,29.19720078,23.24296379,935.0421753,-503.9687195,794.4375,4.803926945,835.157959,321.3866882,603.9375,-825.4664307,0.311052531,0.860253329,0.439244902,3.215223816,0.207346354,0.259574433,33.74046707,120.1875,-490.4693604,0.687954009,2.789999962,13.16040039,1.463751316
Western Australia Museum,2303,NA,69.4,-32,115.85,Australian mainland,9.387026787,12.98826313,18.27521896,15.16783619,29.35063934,23.69045067,830.5631714,-693.5288086,720.25,2.37678504,792.9584961,280.2364197,560.75,-925.4122925,0.192641079,0.888866666,0.46715075,2.193826434,0.197357347,0.255921262,32.25807571,101.25,-506.6075439,0.565630972,2.700000048,5.806176662,1.383730054
Western Australia Museum,16205,NA,65.36,-33.55,118.25,Australian mainland,5.812697411,9.446452141,16.11356163,12.93647385,28.90918732,21.95384979,393.6767273,-834.4883423,377.75,3.239053965,406.2991943,113.9562454,149.1875,-714.0621948,0.149359897,0.491209911,0.208575884,1.072057216,0.257619071,0.342175634,45.66314697,67.75,-426.2965393,0.353499711,1,20.01964951,1.494401455
Western Australia Museum,17076,15/6/1907,74.48,-34.55,117.2,Australian mainland,6.588843346,9.441652298,16.12941742,13.24252892,26.02835655,20.51601219,732.7515259,-373.5471802,648.21875,5.783280849,538.8609619,186.7112427,393.390625,-544.1166992,0.423229843,0.548778404,0.421412253,2.757429401,0.219003484,0.268283907,64.01922607,94.296875,-348.5994873,1.181351066,2.089999914,9.27974987,1.450668216
Western Australia Museum,17077,15/5/1907,75.4,-34.55,117.2,Australian mainland,6.588843346,9.441652298,16.12941742,13.24252892,26.02835655,20.51601219,732.7515259,-373.5471802,648.21875,5.783280849,538.8609619,186.7112427,393.390625,-544.1166992,0.423229843,0.548778404,0.421412253,2.757429401,0.219003484,0.268283907,64.01922607,94.296875,-348.5994873,1.181351066,2.089999914,9.27974987,1.450668216
Western Australia Museum,17078,NA,72.6,-34.55,117.2,Australian mainland,6.588843346,9.441652298,16.12941742,13.24252892,26.02835655,20.51601219,732.7515259,-373.5471802,648.21875,5.783280849,538.8609619,186.7112427,393.390625,-544.1166992,0.423229843,0.548778404,0.421412253,2.757429401,0.219003484,0.268283907,64.01922607,94.296875,-348.5994873,1.181351066,2.089999914,9.27974987,1.450668216
Western Australia Museum,17079,15/6/1907,70.62,-34.55,117.2,Australian mainland,6.588843346,9.441652298,16.12941742,13.24252892,26.02835655,20.51601219,732.7515259,-373.5471802,648.21875,5.783280849,538.8609619,186.7112427,393.390625,-544.1166992,0.423229843,0.548778404,0.421412253,2.757429401,0.219003484,0.268283907,64.01922607,94.296875,-348.5994873,1.181351066,2.089999914,9.27974987,1.450668216
Western Australia Museum,17080,NA,69.37,-34.1,117.35,Australian mainland,6.189040661,9.330938339,15.99295902,12.92542839,27.84482956,21.37190819,509.7363892,-661.9465332,480.4375,3.839789391,565.6304932,128.5447845,246.75,-661.9794312,0.223062664,0.558742341,0.228685961,1.465111152,0.243979842,0.303051519,45.64147949,94,-404.1498108,0.55561465,1,10.36454964,1.429978013
Western Australia Museum,17081,NA,70.88,-34.3,117.55,Australian mainland,6.367044449,9.47292614,15.97472382,13.0176096,26.95776558,20.98824883,517.0679321,-641.1577759,482.8125,4.025447845,665.4559937,139.6027679,269.4375,-639.557373,0.235829607,0.520472653,0.310186844,1.472653532,0.230673711,0.291886073,49.90963745,85.9375,-394.460022,0.56015569,1.090000033,11.57802486,1.455298781
Western Australia Museum,17091,15/6/1909,73.16,-34.1,117.35,Australian mainland,6.189040661,9.330938339,15.99295902,12.92542839,27.84482956,21.37190819,509.7363892,-661.9465332,480.4375,3.839789391,565.6304932,128.5447845,246.75,-661.9794312,0.223062664,0.558742341,0.228685961,1.465111152,0.243979842,0.303051519,45.64147949,94,-404.1498108,0.55561465,1,10.36454964,1.429978013
Western Australia Museum,17094,15/6/1909,77.13,-34.1,117.35,Australian mainland,6.189040661,9.330938339,15.99295902,12.92542839,27.84482956,21.37190819,509.7363892,-661.9465332,480.4375,3.839789391,565.6304932,128.5447845,246.75,-661.9794312,0.223062664,0.558742341,0.228685961,1.465111152,0.243979842,0.303051519,45.64147949,94,-404.1498108,0.55561465,1,10.36454964,1.429978013
