Collection,Registration number,Date,CBL,Latitude,Longitude,Island type,WinterMinTemp,AnnualMinTemp,SummerWetBulbTemp,AnnualWetBulbTemp,SummerMaxTemp,AnnualMaxTemp,AnnualRain,P–PET,aaET,NDVI,CenW,GrowSeasRain,GrowSeasaaET,GrowSeasP–PET,GrowSeasNDVI,CVSeasRain,CVSeasaaET,CVSeasP–PET,CVSeasMaxTemp,CVSeasMinTemp,MinSeasRain,MinSeasaaET,MinSeasP–PET,MinSeasNDVI,Soil nutrient availability,Clay content percentage (0 – 30 cm),Soil bulk density (0 – 30 cm)
Australian National Wildlife Collection,M26546,4/12/1994,88.46,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26548,4/12/1994,89.96,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26554,6/12/1994,86.63,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26562,6/12/1994,86.49,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Queensland Museum,JM 10783,27/4/1995,81.99,-27.25,153,Australian mainland,9.398241043,15.0376339,21.72609329,17.8195858,28.78695297,25.28912735,1168.153442,-326.6785889,936.890625,4.273084164,1322.517944,1119.061035,905.8125,-298.1404419,0.355725288,0.448657521,0.479812558,0.707758161,0.127198487,0.291485826,157.1591034,103.671875,-220.3456573,0.990923703,2,29.55195999,1.419371605
Queensland Museum,JM 11355,1/7/1995,75.57,-27.95,143.85,Australian mainland,6.663615704,14.99810886,19.96310425,15.38453102,36.43375015,28.77960014,259.9702148,-1945.673828,298.75,2.417973042,0,213.370575,250.3125,-1683.457397,0.196976334,0.359530619,0.406164459,0.420384257,0.231253512,0.442007208,46.59964371,48.4375,-667.366333,0.547916651,2,35.4320488,1.503105521
Australian National Wildlife Collection,M26522,7/9/1995,79.97,-37,144.45,Australian mainland,3.364180326,7.586680889,15.02398968,11.2300415,27.49030304,19.91394997,579.5591431,-466.6921692,603,5.55638361,561.5339966,180.5066833,332.25,-543.9525146,0.369703203,0.251988042,0.43354159,2.136593173,0.307381369,0.476112337,106.0901413,87.25,-381.5587463,0.890452683,1,24.97489929,1.46344018
Australian National Wildlife Collection,M26603,12/9/1995,89.13,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26604,12/9/1995,75.34,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26605,13/9/1995,82.72,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26606,14/9/1995,80.02,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26620,14/9/1995,77.54,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26621,16/9/1995,77.27,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26622,17/9/1995,76.07,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26623,16/9/1995,78.16,-23.35,150.55,Australian mainland,11.25689411,17.132864,22.97821808,19.24366188,30.9499836,27.28969765,964.2973022,-765.5373535,726.875,5.20866251,734.875,964.2973022,726.875,-761.8488159,0.434055209,0.665682182,0.324489807,0.516990064,0.126628723,0.256908069,116.1404419,106.3125,-356.149231,1.1766994,2,30.37440109,1.51830101
Australian National Wildlife Collection,M26625,21/9/1995,77.42,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26626,21/9/1995,71.75,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26628,22/9/1995,80.58,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26629,22/9/1995,75.3,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26630,23/9/1995,85.39,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26631,23/9/1995,84.37,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26632,23/9/1995,76.05,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
Australian National Wildlife Collection,M26633,23/9/1995,80.34,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
Australian National Wildlife Collection,M26634,29/9/1995,75.4,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
Australian National Wildlife Collection,M26635,24/9/1995,76.06,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26636,24/9/1995,74.16,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26637,24/9/1995,85.31,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26638,24/9/1995,86.36,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26640,25/9/1995,81.84,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26641,25/9/1995,80.11,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26642,25/9/1995,73.44,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26643,25/9/1995,80.36,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26644,25/9/1995,71.38,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26645,26/9/1995,75.32,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26646,5/10/1995,75.93,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26648,8/10/1995,82.67,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26649,6/10/1995,85.39,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26650,6/10/1995,80.31,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26651,6/10/1995,81.59,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26655,8/10/1995,82.4,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26656,9/10/1995,81.08,-27.55,152.9,Australian mainland,7.897380829,14.06687355,21.21238518,17.1770649,30.26852417,26.37156105,918.8770752,-668.625,739.046875,5.472418308,741.2214966,877.9229126,711.453125,-622.2121582,0.456343293,0.439394684,0.441799912,0.162556164,0.135513656,0.341149688,123.5683975,87.78125,-275.4728088,1.278729677,1,30.71577454,1.555205941
Australian National Wildlife Collection,M26658,10/10/1995,79.25,-27.5,153,Australian mainland,8.857339859,14.66133118,21.5342865,17.58606339,29.57213974,25.86397171,1017.347778,-487.8219299,774.03125,3.798842669,1142.509033,971.5362549,746.34375,-448.9937134,0.315818697,0.424609983,0.463001461,0.312431574,0.130680444,0.307831636,141.9234619,87.75,-234.7700958,0.920322299,1,33.42297745,1.507108212
Australian National Wildlife Collection,M26659,10/10/1995,82.54,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26661,10/10/1995,82.39,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Australian National Wildlife Collection,M26702,6/10/1995,83.97,-27.6,152.85,Australian mainland,7.460143089,13.75442314,21.23908234,17.16187859,30.50304413,26.47859955,878.4528809,-709.3289185,708.25,4.668762207,741.2214966,760.7493286,621.75,-551.7694092,0.390895694,0.444450321,0.428837233,0.122717456,0.139398626,0.355343246,117.703598,86.5,-280.8234863,1.101244688,1,29.56870079,1.497842073
Australian National Wildlife Collection,M26703,11/10/1995,78.94,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
